frame,charge_level
662,1.022681
663,1.022681
664,1.022681
665,1.022681
666,1.022681
667,1.022681
668,1.022681
669,1.022681
670,1.022681
671,1.022681
672,1.022681
673,1.022681
674,1.022681
675,1.022681
676,1.022681
677,1.022681
678,1.022681
679,1.022681
680,1.022681
681,1.022681
682,1.022681
683,1.022681
684,1.022681
685,1.022681
686,1.022681
687,1.022681
688,1.022681
689,1.022681
690,1.022681
691,1.022681
692,1.022681
693,1.022681
694,1.022681
695,1.022681
696,1.022681
697,1.022681
698,1.022681
699,1.022681
700,1.022681
701,1.022681
702,1.022681
703,1.022681
704,1.022681
705,1.022681
706,1.022681
707,1.022681
708,1.022681
709,1.022681
710,1.022681
711,1.022681
712,1.022681
713,1.022681
714,1.022681
715,1.022681
716,1.022681
717,1.022681
718,1.022681
719,1.022681
720,1.207931
721,1.207931
722,1.207931
723,1.207931
724,1.207931
725,1.207931
726,1.207931
727,1.207931
728,1.207931
729,1.207931
730,1.207931
731,1.207931
732,1.207931
733,1.207931
734,1.207931
735,1.207931
736,1.207931
737,1.207931
738,1.207931
739,1.207931
740,1.207931
741,1.207931
742,1.207931
743,1.207931
744,1.207931
745,1.207931
746,1.207931
747,1.207931
748,1.207931
749,1.207931
750,1.207931
751,1.207931
752,1.207931
753,1.207931
754,1.207931
755,1.207931
756,1.207931
757,1.207931
758,1.207931
759,1.207931
760,1.207931
761,1.207931
762,1.207931
763,1.207931
764,1.207931
765,1.207931
766,1.207931
767,1.207931
768,1.207931
769,1.207931
770,1.207931
771,1.207931
772,1.207931
773,1.207931
774,1.207931
775,1.207931
776,1.207931
777,1.207931
778,1.207931
779,1.207931
780,1.040587
781,1.040587
782,1.040587
783,1.040587
784,1.040587
785,1.040587
786,1.040587
787,1.040587
788,1.040587
789,1.040587
790,1.040587
791,1.040587
792,1.040587
793,1.040587
794,1.040587
795,1.040587
796,1.040587
797,1.040587
798,1.040587
799,1.040587
800,1.040587
801,1.040587
802,1.040587
803,1.040587
804,1.040587
805,1.040587
806,1.040587
807,1.040587
808,1.040587
809,1.040587
810,1.040587
811,1.040587
812,1.040587
813,1.040587
814,1.040587
815,1.040587
816,1.040587
817,1.040587
818,1.040587
819,1.040587
820,1.040587
821,1.040587
822,1.040587
823,1.040587
824,1.040587
825,1.040587
826,1.040587
827,1.040587
828,1.040587
829,1.040587
830,1.040587
831,1.040587
832,1.040587
833,1.040587
834,1.040587
835,1.040587
836,1.040587
837,1.040587
838,1.040587
839,1.040587
840,0.924226
841,0.924226
842,0.924226
843,0.924226
844,0.924226
845,0.924226
846,0.924226
847,0.924226
848,0.924226
849,0.924226
850,0.924226
851,0.924226
852,0.924226
853,0.924226
854,0.924226
855,0.924226
856,0.924226
857,0.924226
858,0.924226
859,0.924226
860,0.924226
861,0.924226
862,0.924226
863,0.924226
864,0.924226
865,0.924226
866,0.924226
867,0.924226
868,0.924226
869,0.924226
870,0.924226
871,0.924226
872,0.924226
873,0.924226
874,0.924226
875,0.924226
876,0.924226
877,0.924226
878,0.924226
879,0.924226
880,0.924226
881,0.924226
882,0.924226
883,0.924226
884,0.924226
885,0.924226
886,0.924226
887,0.924226
888,0.924226
889,0.924226
890,0.924226
891,0.924226
892,0.924226
893,0.924226
894,0.924226
895,0.924226
896,0.924226
897,0.924226
898,0.924226
899,0.924226
900,0.842758
901,0.842758
902,0.842758
903,0.842758
904,0.842758
905,0.842758
906,0.842758
907,0.842758
908,0.842758
909,0.842758
910,0.842758
911,0.842758
912,0.842758
913,0.842758
914,0.842758
915,0.842758
916,0.842758
917,0.842758
918,0.842758
919,0.842758
920,0.842758
921,0.842758
922,0.842758
923,0.842758
924,0.842758
925,0.842758
926,0.842758
927,0.842758
928,0.842758
929,0.842758
930,0.842758
931,0.842758
932,0.842758
933,0.842758
934,0.842758
935,0.842758
936,0.842758
937,0.842758
938,0.842758
939,0.842758
940,0.842758
941,0.842758
942,0.842758
943,0.842758
944,0.842758
945,0.842758
946,0.842758
947,0.842758
948,0.842758
949,0.842758
950,0.842758
951,0.842758
952,0.842758
953,0.842758
954,0.842758
955,0.842758
956,0.842758
957,0.842758
958,0.842758
959,0.842758
960,0.780389
961,0.780389
962,0.780389
963,0.780389
964,0.780389
965,0.780389
966,0.780389
967,0.780389
968,0.780389
969,0.780389
970,0.780389
971,0.780389
972,0.780389
973,0.780389
974,0.780389
975,0.780389
976,0.780389
977,0.780389
978,0.780389
979,0.780389
980,0.780389
981,0.780389
982,0.780389
983,0.780389
984,0.780389
985,0.780389
986,0.780389
987,0.780389
988,0.780389
989,0.780389
990,0.780389
991,0.780389
992,0.780389
993,0.780389
994,0.780389
995,0.780389
996,0.780389
997,0.780389
998,0.780389
999,0.780389
1000,0.780389
1001,0.780389
1002,0.780389
1003,0.780389
1004,0.780389
1005,0.780389
1006,0.780389
1007,0.780389
1008,0.780389
1009,0.780389
1010,0.780389
1011,0.780389
1012,0.780389
1013,0.780389
1014,0.780389
1015,0.780389
1016,0.780389
1017,0.780389
1018,0.780389
1019,0.780389
1020,0.731796
1021,0.731796
1022,0.731796
1023,0.731796
1024,0.731796
1025,0.731796
1026,0.731796
1027,0.731796
1028,0.731796
1029,0.731796
1030,0.731796
1031,0.731796
1032,0.731796
1033,0.731796
1034,0.731796
1035,0.731796
1036,0.731796
1037,0.731796
1038,0.731796
1039,0.731796
1040,0.731796
1041,0.731796
1042,0.731796
1043,0.731796
1044,0.731796
1045,0.731796
1046,0.731796
1047,0.731796
1048,0.731796
1049,0.731796
1050,0.731796
1051,0.731796
1052,0.731796
1053,0.731796
1054,0.731796
1055,0.731796
1056,0.731796
1057,0.731796
1058,0.731796
1059,0.731796
1060,0.731796
1061,0.731796
1062,0.731796
1063,0.731796
1064,0.731796
1065,0.731796
1066,0.731796
1067,0.731796
1068,0.731796
1069,0.731796
1070,0.731796
1071,0.731796
1072,0.731796
1073,0.731796
1074,0.731796
1075,0.731796
1076,0.731796
1077,0.731796
1078,0.731796
1079,0.731796
1080,0.733384
1081,0.733384
1082,0.733384
1083,0.733384
1084,0.733384
1085,0.733384
1086,0.733384
1087,0.733384
1088,0.733384
1089,0.733384
1090,0.733384
1091,0.733384
1092,0.733384
1093,0.733384
1094,0.733384
1095,0.733384
1096,0.733384
1097,0.733384
1098,0.733384
1099,0.733384
1100,0.733384
1101,0.733384
1102,0.733384
1103,0.733384
1104,0.733384
1105,0.733384
1106,0.733384
1107,0.733384
1108,0.733384
1109,0.733384
1110,0.733384
1111,0.733384
1112,0.733384
1113,0.733384
1114,0.733384
1115,0.733384
1116,0.733384
1117,0.733384
1118,0.733384
1119,0.733384
1120,0.733384
1121,0.733384
1122,0.733384
1123,0.733384
1124,0.733384
1125,0.733384
1126,0.733384
1127,0.733384
1128,0.733384
1129,0.733384
1130,0.733384
1131,0.733384
1132,0.733384
1133,0.733384
1134,0.733384
1135,0.733384
1136,0.733384
1137,0.733384
1138,0.733384
1139,0.733384
1140,0.730229
1141,0.730229
1142,0.730229
1143,0.730229
1144,0.730229
1145,0.730229
1146,0.730229
1147,0.730229
1148,0.730229
1149,0.730229
1150,0.730229
1151,0.730229
1152,0.730229
1153,0.730229
1154,0.730229
1155,0.730229
1156,0.730229
1157,0.730229
1158,0.730229
1159,0.730229
1160,0.730229
1161,0.730229
1162,0.730229
1163,0.730229
1164,0.730229
1165,0.730229
1166,0.730229
1167,0.730229
1168,0.730229
1169,0.730229
1170,0.730229
1171,0.730229
1172,0.730229
1173,0.730229
1174,0.730229
1175,0.730229
1176,0.730229
1177,0.730229
1178,0.730229
1179,0.730229
1180,0.730229
1181,0.730229
1182,0.730229
1183,0.730229
1184,0.730229
1185,0.730229
1186,0.730229
1187,0.730229
1188,0.730229
1189,0.730229
1190,0.730229
1191,0.730229
1192,0.730229
1193,0.730229
1194,0.730229
1195,0.730229
1196,0.730229
1197,0.730229
1198,0.730229
1199,0.730229
1200,0.722222
1201,0.722222
1202,0.722222
1203,0.722222
1204,0.722222
1205,0.722222
1206,0.722222
1207,0.722222
1208,0.722222
1209,0.722222
1210,0.722222
1211,0.722222
1212,0.722222
1213,0.722222
1214,0.722222
1215,0.722222
1216,0.722222
1217,0.722222
1218,0.722222
1219,0.722222
1220,0.722222
1221,0.722222
1222,0.722222
1223,0.722222
1224,0.722222
1225,0.722222
1226,0.722222
1227,0.722222
1228,0.722222
1229,0.722222
1230,0.722222
1231,0.722222
1232,0.722222
1233,0.722222
1234,0.722222
1235,0.722222
1236,0.722222
1237,0.722222
1238,0.722222
1239,0.722222
1240,0.722222
1241,0.722222
1242,0.722222
1243,0.722222
1244,0.722222
1245,0.722222
1246,0.722222
1247,0.722222
1248,0.722222
1249,0.722222
1250,0.722222
1251,0.722222
1252,0.722222
1253,0.722222
1254,0.722222
1255,0.722222
1256,0.722222
1257,0.722222
1258,0.722222
1259,0.722222
1260,0.822233
1261,0.822233
1262,0.822233
1263,0.822233
1264,0.822233
1265,0.822233
1266,0.822233
1267,0.822233
1268,0.822233
1269,0.822233
1270,0.822233
1271,0.822233
1272,0.822233
1273,0.822233
1274,0.822233
1275,0.822233
1276,0.822233
1277,0.822233
1278,0.822233
1279,0.822233
1280,0.822233
1281,0.822233
1282,0.822233
1283,0.822233
1284,0.822233
1285,0.822233
1286,0.822233
1287,0.822233
1288,0.822233
1289,0.822233
1290,0.822233
1291,0.822233
1292,0.822233
1293,0.822233
1294,0.822233
1295,0.822233
1296,0.822233
1297,0.822233
1298,0.822233
1299,0.822233
1300,0.822233
1301,0.822233
1302,0.822233
1303,0.822233
1304,0.822233
1305,0.822233
1306,0.822233
1307,0.822233
1308,0.822233
1309,0.822233
1310,0.822233
1311,0.822233
1312,0.822233
1313,0.822233
1314,0.822233
1315,0.822233
1316,0.822233
1317,0.822233
1318,0.822233
1319,0.822233
1320,0.897402
1321,0.897402
1322,0.897402
1323,0.897402
1324,0.897402
1325,0.897402
1326,0.897402
1327,0.897402
1328,0.897402
1329,0.897402
1330,0.897402
1331,0.897402
1332,0.897402
1333,0.897402
1334,0.897402
1335,0.897402
1336,0.897402
1337,0.897402
1338,0.897402
1339,0.897402
1340,0.897402
1341,0.897402
1342,0.897402
1343,0.897402
1344,0.897402
1345,0.897402
1346,0.897402
1347,0.897402
1348,0.897402
1349,0.897402
1350,0.897402
1351,0.897402
1352,0.897402
1353,0.897402
1354,0.897402
1355,0.897402
1356,0.897402
1357,0.897402
1358,0.897402
1359,0.897402
1360,0.897402
1361,0.897402
1362,0.897402
1363,0.897402
1364,0.897402
1365,0.897402
1366,0.897402
1367,0.897402
1368,0.897402
1369,0.897402
1370,0.897402
1371,0.897402
1372,0.897402
1373,0.897402
1374,0.897402
1375,0.897402
1376,0.897402
1377,0.897402
1378,0.897402
1379,0.897402
1380,0.889253
1381,0.889253
1382,0.889253
1383,0.889253
1384,0.889253
1385,0.889253
1386,0.889253
1387,0.889253
1388,0.889253
1389,0.889253
1390,0.889253
1391,0.889253
1392,0.889253
1393,0.889253
1394,0.889253
1395,0.889253
1396,0.889253
1397,0.889253
1398,0.889253
1399,0.889253
1400,0.889253
1401,0.889253
1402,0.889253
1403,0.889253
1404,0.889253
1405,0.889253
1406,0.889253
1407,0.889253
1408,0.889253
1409,0.889253
1410,0.889253
1411,0.889253
1412,0.889253
1413,0.889253
1414,0.889253
1415,0.889253
1416,0.889253
1417,0.889253
1418,0.889253
1419,0.889253
1420,0.889253
1421,0.889253
1422,0.889253
1423,0.889253
1424,0.889253
1425,0.889253
1426,0.889253
1427,0.889253
1428,0.889253
1429,0.889253
1430,0.889253
1431,0.889253
1432,0.889253
1433,0.889253
1434,0.889253
1435,0.889253
1436,0.889253
1437,0.889253
1438,0.889253
1439,0.889253
1440,0.971975
1441,0.971975
1442,0.971975
1443,0.971975
1444,0.971975
1445,0.971975
1446,0.971975
1447,0.971975
1448,0.971975
1449,0.971975
1450,0.971975
1451,0.971975
1452,0.971975
1453,0.971975
1454,0.971975
1455,0.971975
1456,0.971975
1457,0.971975
1458,0.971975
1459,0.971975
1460,0.971975
1461,0.971975
1462,0.971975
1463,0.971975
1464,0.971975
1465,0.971975
1466,0.971975
1467,0.971975
1468,0.971975
1469,0.971975
1470,0.971975
1471,0.971975
1472,0.971975
1473,0.971975
1474,0.971975
1475,0.971975
1476,0.971975
1477,0.971975
1478,0.971975
1479,0.971975
1480,0.971975
1481,0.971975
1482,0.971975
1483,0.971975
1484,0.971975
1485,0.971975
1486,0.971975
1487,0.971975
1488,0.971975
1489,0.971975
1490,0.971975
1491,0.971975
1492,0.971975
1493,0.971975
1494,0.971975
1495,0.971975
1496,0.971975
1497,0.971975
1498,0.971975
1499,0.971975
1500,0.995643
1501,0.995643
1502,0.995643
1503,0.995643
1504,0.995643
1505,0.995643
1506,0.995643
1507,0.995643
1508,0.995643
1509,0.995643
1510,0.995643
1511,0.995643
1512,0.995643
1513,0.995643
1514,0.995643
1515,0.995643
1516,0.995643
1517,0.995643
1518,0.995643
1519,0.995643
1520,0.995643
1521,0.995643
1522,0.995643
1523,0.995643
1524,0.995643
1525,0.995643
1526,0.995643
1527,0.995643
1528,0.995643
1529,0.995643
1530,0.995643
1531,0.995643
1532,0.995643
1533,0.995643
1534,0.995643
1535,0.995643
1536,0.995643
1537,0.995643
1538,0.995643
1539,0.995643
1540,0.995643
1541,0.995643
1542,0.995643
1543,0.995643
1544,0.995643
1545,0.995643
1546,0.995643
1547,0.995643
1548,0.995643
1549,0.995643
1550,0.995643
1551,0.995643
1552,0.995643
1553,0.995643
1554,0.995643
1555,0.995643
1556,0.995643
1557,0.995643
1558,0.995643
1559,0.995643
1560,1.065385
1561,1.065385
1562,1.065385
1563,1.065385
1564,1.065385
1565,1.065385
1566,1.065385
1567,1.065385
1568,1.065385
1569,1.065385
1570,1.065385
1571,1.065385
1572,1.065385
1573,1.065385
1574,1.065385
1575,1.065385
1576,1.065385
1577,1.065385
1578,1.065385
1579,1.065385
1580,1.065385
1581,1.065385
1582,1.065385
1583,1.065385
1584,1.065385
1585,1.065385
1586,1.065385
1587,1.065385
1588,1.065385
1589,1.065385
1590,1.065385
1591,1.065385
1592,1.065385
1593,1.065385
1594,1.065385
1595,1.065385
1596,1.065385
1597,1.065385
1598,1.065385
1599,1.065385
1600,1.065385
1601,1.065385
1602,1.065385
1603,1.065385
1604,1.065385
1605,1.065385
1606,1.065385
1607,1.065385
1608,1.065385
1609,1.065385
1610,1.065385
1611,1.065385
1612,1.065385
1613,1.065385
1614,1.065385
1615,1.065385
1616,1.065385
1617,1.065385
1618,1.065385
1619,1.065385
1620,1.035583
1621,1.035583
1622,1.035583
1623,1.035583
1624,1.035583
1625,1.035583
1626,1.035583
1627,1.035583
1628,1.035583
1629,1.035583
1630,1.035583
1631,1.035583
1632,1.035583
1633,1.035583
1634,1.035583
1635,1.035583
1636,1.035583
1637,1.035583
1638,1.035583
1639,1.035583
1640,1.035583
1641,1.035583
1642,1.035583
1643,1.035583
1644,1.035583
1645,1.035583
1646,1.035583
1647,1.035583
1648,1.035583
1649,1.035583
1650,1.035583
1651,1.035583
1652,1.035583
1653,1.035583
1654,1.035583
1655,1.035583
1656,1.035583
1657,1.035583
1658,1.035583
1659,1.035583
1660,1.035583
1661,1.035583
1662,1.035583
1663,1.035583
1664,1.035583
1665,1.035583
1666,1.035583
1667,1.035583
1668,1.035583
1669,1.035583
1670,1.035583
1671,1.035583
1672,1.035583
1673,1.035583
1674,1.035583
1675,1.035583
1676,1.035583
1677,1.035583
1678,1.035583
1679,1.035583
1680,1.016066
1681,1.016066
1682,1.016066
1683,1.016066
1684,1.016066
1685,1.016066
1686,1.016066
1687,1.016066
1688,1.016066
1689,1.016066
1690,1.016066
1691,1.016066
1692,1.016066
1693,1.016066
1694,1.016066
1695,1.016066
1696,1.016066
1697,1.016066
1698,1.016066
1699,1.016066
1700,1.016066
1701,1.016066
1702,1.016066
1703,1.016066
1704,1.016066
1705,1.016066
1706,1.016066
1707,1.016066
1708,1.016066
1709,1.016066
1710,1.016066
1711,1.016066
1712,1.016066
1713,1.016066
1714,1.016066
1715,1.016066
1716,1.016066
1717,1.016066
1718,1.016066
1719,1.016066
1720,1.016066
1721,1.016066
1722,1.016066
1723,1.016066
1724,1.016066
1725,1.016066
1726,1.016066
1727,1.016066
1728,1.016066
1729,1.016066
1730,1.016066
1731,1.016066
1732,1.016066
1733,1.016066
1734,1.016066
1735,1.016066
1736,1.016066
1737,1.016066
1738,1.016066
1739,1.016066
1740,0.949671
1741,0.949671
1742,0.949671
1743,0.949671
1744,0.949671
1745,0.949671
1746,0.949671
1747,0.949671
1748,0.949671
1749,0.949671
1750,0.949671
1751,0.949671
1752,0.949671
1753,0.949671
1754,0.949671
1755,0.949671
1756,0.949671
1757,0.949671
1758,0.949671
1759,0.949671
1760,0.949671
1761,0.949671
1762,0.949671
1763,0.949671
1764,0.949671
1765,0.949671
1766,0.949671
1767,0.949671
1768,0.949671
1769,0.949671
1770,0.949671
1771,0.949671
1772,0.949671
1773,0.949671
1774,0.949671
1775,0.949671
1776,0.949671
1777,0.949671
1778,0.949671
1779,0.949671
1780,0.949671
1781,0.949671
1782,0.949671
1783,0.949671
1784,0.949671
1785,0.949671
1786,0.949671
1787,0.949671
1788,0.949671
1789,0.949671
1790,0.949671
1791,0.949671
1792,0.949671
1793,0.949671
1794,0.949671
1795,0.949671
1796,0.949671
1797,0.949671
1798,0.949671
1799,0.949671
1800,0.959334
1801,0.959334
1802,0.959334
1803,0.959334
1804,0.959334
1805,0.959334
1806,0.959334
1807,0.959334
1808,0.959334
1809,0.959334
1810,0.959334
1811,0.959334
1812,0.959334
1813,0.959334
1814,0.959334
1815,0.959334
1816,0.959334
1817,0.959334
1818,0.959334
1819,0.959334
1820,0.959334
1821,0.959334
1822,0.959334
1823,0.959334
1824,0.959334
1825,0.959334
1826,0.959334
1827,0.959334
1828,0.959334
1829,0.959334
1830,0.959334
1831,0.959334
1832,0.959334
1833,0.959334
1834,0.959334
1835,0.959334
1836,0.959334
1837,0.959334
1838,0.959334
1839,0.959334
1840,0.959334
1841,0.959334
1842,0.959334
1843,0.959334
1844,0.959334
1845,0.959334
1846,0.959334
1847,0.959334
1848,0.959334
1849,0.959334
1850,0.959334
1851,0.959334
1852,0.959334
1853,0.959334
1854,0.959334
1855,0.959334
1856,0.959334
1857,0.959334
1858,0.959334
1859,0.959334
1860,0.970311
1861,0.970311
1862,0.970311
1863,0.970311
1864,0.970311
1865,0.970311
1866,0.970311
1867,0.970311
1868,0.970311
1869,0.970311
1870,0.970311
1871,0.970311
1872,0.970311
